9.81,Warning,6.87,Good,1.31,Bad,6.36,Good,194.1,Good
10.0,Warning,6.89,Good,1.29,Bad,24.0,Good,194.6,Good
9.0,Warning,6.97,Good,1.27,Bad,7.83,Good,194.9,Good
9.78,Warning,6.91,Good,1.0,Bad,0.0,Good,88.0,Good
10.0,Warning,0.0,Good,1.1,Bad,10.59,Good,195.6,Good
9.0,Warning,5.21,Good,1.0,Bad,11.34,Good,82.0,Good
10.05,Warning,4.73,Good,1.09,Bad,24.0,Good,195.0,Good
10.0,Warning,3.73,Good,1.0,Bad,11.95,Good,194.9,Good
10.53,Warning,3.61,Good,1.11,Bad,0.0,Good,89.0,Good
9.0,Warning,3.64,Good,1.11,Bad,12.98,Good,192.2,Good
10.76,Warning,0.0,Good,1.0,Bad,13.86,Good,195.4,Good
10.0,Warning,5.43,Good,1.1,Bad,0.0,Good,87.0,Good
10.46,Warning,6.15,Good,1.1,Bad,13.66,Good,195.9,Good
9.0,Warning,6.24,Good,1.0,Bad,14.38,Good,55.0,Warning
10.4,Warning,0.0,Good,1.06,Bad,24.0,Good,199.0,Good
10.0,Warning,6.14,Good,1.07,Bad,14.07,Good,193.8,Good
11.0,Bad,3.51,Good,1.0,Bad,0.0,Good,66.0,Good
10.95,Warning,0.0,Good,1.09,Bad,13.15,Good,193.2,Good
11.04,Bad,3.63,Good,1.1,Bad,14.28,Good,193.0,Good
11.02,Bad,3.66,Good,1.0,Bad,15.79,Good,199.0,Good
14.0,Bad,3.83,Good,1.12,Bad,0.0,Good,194.7,Good
11.01,Bad,4.0,Good,1.13,Bad,17.65,Good,185.3,Good
11.0,Bad,4.0,Good,1.0,Bad,17.43,Good,191.1,Good
11.03,Bad,4.18,Good,1.13,Bad,24.0,Good,188.2,Good
14.0,Bad,4.33,Good,1.1,Bad,19.5,Good,199.0,Good
14.0,Bad,4.43,Good,1.0,Bad,19.17,Good,185.4,Good
11.0,Bad,0.0,Good,1.11,Bad,19.18,Good,183.4,Good
11.0,Bad,4.92,Good,1.1,Bad,0.0,Good,187.3,Good
11.0,Bad,3.91,Good,0.97,Warning,15.56,Good,181.0,Good
11.5,Bad,4.79,Good,1.02,Bad,16.99,Good,181.1,Good
11.5,Bad,0.0,Good,1.0,Bad,24.0,Good,178.9,Good
13.0,Bad,4.79,Good,1.02,Bad,0.0,Good,176.9,Good
13.0,Bad,4.98,Good,1.0,Warning,15.64,Good,179.0,Good
12.0,Bad,5.29,Good,0.99,Warning,17.47,Good,169.7,Good
11.0,Bad,0.0,Good,1.0,Bad,24.0,Good,199.0,Good
12.0,Bad,5.87,Good,0.99,Warning,17.88,Good,180.6,Good
12.0,Bad,5.75,Good,1.0,Bad,16.45,Good,181.7,Good
11.5,Bad,5.31,Good,0.94,Warning,0.0,Good,174.9,Good
11.0,Bad,4.6,Good,0.95,Warning,24.0,Good,175.4,Good
11.23,Bad,4.71,Good,1.0,Bad,16.82,Good,176.5,Good
11.0,Bad,4.8,Good,0.95,Warning,15.97,Good,177.0,Good
11.16,Bad,4.94,Good,1.0,Bad,24.0,Good,153.8,Good
13.0,Bad,5.27,Good,0.91,Warning,16.4,Good,155.9,Good
11.13,Bad,5.38,Good,0.91,Warning,0.0,Good,131.0,Good
13.0,Bad,4.35,Good,1.0,Bad,14.68,Good,199.0,Good
11.0,Bad,4.2,Good,0.88,Warning,15.11,Good,127.7,Good
11.25,Bad,4.27,Good,0.88,Warning,16.09,Good,125.6,Good
10.0,Warning,5.36,Good,1.0,Bad,24.0,Good,150.9,Good
11.07,Bad,5.09,Good,0.89,Warning,16.15,Good,163.0,Good
10.98,Warning,5.68,Good,0.89,Warning,0.0,Good,40.0,Bad
9.0,Warning,4.64,Good,1.0,Bad,15.97,Good,141.7,Good
11.0,Bad,4.43,Good,0.9,Warning,16.34,Good,165.2,Good
10.0,Warning,4.74,Good,0.9,Warning,24.0,Good,172.8,Good
9.0,Warning,5.07,Good,1.0,Bad,18.21,Good,159.9,Good
10.81,Warning,5.45,Good,0.9,Warning,18.93,Good,140.3,Good
10.0,Warning,5.74,Good,0.9,Warning,0.0,Good,149.4,Good
9.0,Warning,6.1,Good,1.0,Bad,19.18,Good,159.1,Good
10.76,Warning,6.72,Good,0.83,Warning,16.26,Good,173.8,Good
10.88,Warning,6.18,Good,1.0,Bad,24.0,Good,157.7,Good
9.0,Warning,4.76,Good,0.85,Warning,0.0,Good,199.0,Good
10.0,Warning,4.88,Good,0.86,Warning,15.98,Good,158.6,Good
10.99,Warning,5.38,Good,1.0,Bad,16.91,Good,159.7,Good
9.0,Warning,5.54,Good,0.86,Warning,17.61,Good,167.0,Good
8.99,Good,7.75,Good,1.0,Bad,24.0,Good,179.3,Good
8.0,Good,24.0,Good,0.58,Warning,145.3,Bad,181.1,Good
7.99,Good,7.22,Good,0.57,Warning,50.0,Bad,185.7,Good
8.04,Good,7.43,Good,0.58,Warning,143.0,Bad,183.2,Good
8.05,Good,8.9,Good,0.6,Warning,150.9,Bad,173.8,Good
8.0,Good,10.19,Good,0.64,Warning,50.0,Bad,180.6,Good
8.05,Good,9.95,Good,1.0,Bad,155.3,Bad,187.6,Good
8.01,Good,9.02,Good,0.62,Warning,151.0,Bad,186.8,Good
8.0,Good,9.57,Good,0.6,Warning,140.3,Bad,179.9,Good
7.92,Good,9.94,Good,0.62,Warning,142.9,Bad,193.0,Good
7.0,Good,10.06,Good,0.63,Warning,50.0,Bad,183.5,Good
7.95,Good,24.0,Good,1.0,Bad,143.2,Bad,191.3,Good
7.86,Good,9.43,Good,0.62,Warning,140.4,Bad,193.8,Good
7.0,Good,9.76,Good,0.62,Warning,142.0,Bad,199.0,Good
7.73,Good,0.0,Good,0.59,Warning,137.5,Bad,188.1,Good
7.59,Good,11.32,Good,1.0,Bad,134.4,Bad,189.5,Good
8.0,Good,24.0,Good,0.59,Warning,50.0,Bad,192.9,Good
7.61,Good,10.09,Good,0.9,Warning,133.7,Bad,186.6,Good
7.35,Good,7.77,Good,0.54,Warning,110.7,Bad,192.6,Good
7.32,Good,9.2,Good,0.9,Warning,114.9,Bad,184.7,Good
8.0,Good,8.12,Good,0.54,Warning,50.0,Bad,172.4,Good
7.31,Good,8.88,Good,0.9,Warning,115.8,Bad,178.5,Good
7.47,Good,11.7,Good,0.54,Warning,135.7,Bad,176.8,Good
8.0,Good,10.27,Good,0.9,Warning,126.3,Bad,182.1,Good
7.3,Good,9.78,Good,0.54,Warning,118.9,Bad,188.7,Good
7.31,Good,9.79,Good,0.9,Warning,50.0,Bad,173.8,Good
8.0,Good,9.82,Good,0.54,Warning,127.5,Bad,173.9,Good
7.47,Good,10.69,Good,0.9,Warning,133.8,Bad,171.0,Good
7.57,Good,10.71,Good,0.54,Warning,129.9,Bad,199.0,Good
7.54,Good,24.0,Good,0.54,Warning,50.0,Bad,175.1,Good
8.0,Good,11.35,Good,0.9,Warning,128.2,Bad,175.9,Good
7.52,Good,0.0,Good,0.54,Warning,137.8,Bad,171.0,Good
7.61,Good,13.56,Good,0.9,Warning,50.0,Bad,172.8,Good
8.0,Good,14.08,Good,0.54,Warning,148.1,Bad,194.6,Good
7.61,Good,14.5,Good,0.9,Warning,148.8,Bad,178.2,Good
7.57,Good,12.62,Good,0.54,Warning,134.9,Bad,189.0,Good
7.47,Good,10.76,Good,1.0,Bad,117.2,Bad,180.5,Good
7.59,Good,11.8,Good,0.54,Warning,124.4,Bad,176.8,Good
7.89,Good,0.0,Good,0.9,Warning,143.9,Bad,184.7,Good
7.44,Good,12.76,Good,0.54,Warning,50.0,Bad,166.0,Good
8.0,Good,12.53,Good,0.9,Warning,107.1,Bad,163.5,Good
7.61,Good,12.09,Good,0.54,Warning,126.5,Bad,199.0,Good
7.5,Good,10.67,Good,0.9,Warning,50.0,Bad,151.4,Good
8.0,Good,11.65,Good,0.54,Warning,134.1,Bad,160.3,Good
7.8,Good,24.0,Good,0.54,Warning,143.1,Bad,160.5,Good
7.74,Good,10.98,Good,0.9,Warning,50.0,Bad,164.5,Good
7.84,Good,10.69,Good,0.54,Warning,135.0,Bad,167.1,Good
8.0,Good,24.0,Good,0.54,Warning,134.1,Bad,65.0,Warning
7.66,Good,9.74,Good,0.9,Warning,129.0,Bad,169.2,Good
8.02,Good,10.58,Good,0.54,Warning,147.2,Bad,76.0,Good
8.0,Good,10.47,Good,1.0,Bad,134.9,Bad,97.0,Good
7.81,Good,9.88,Good,0.54,Warning,133.8,Bad,172.4,Good
7.94,Good,0.0,Good,0.9,Warning,147.4,Bad,170.0,Good
8.0,Good,11.24,Good,0.54,Warning,142.0,Bad,174.6,Good
7.5,Good,24.0,Good,0.54,Warning,121.5,Bad,169.1,Good
8.0,Good,11.75,Good,0.54,Warning,116.0,Bad,177.4,Good
7.68,Good,13.6,Good,0.9,Warning,146.0,Bad,169.9,Good
7.82,Good,0.0,Good,0.54,Warning,165.3,Bad,165.7,Good
8.0,Good,16.19,Good,0.9,Warning,50.0,Bad,177.8,Good
7.78,Good,15.63,Good,0.54,Warning,151.6,Bad,180.4,Good
7.7,Good,24.0,Good,0.9,Warning,141.4,Bad,178.2,Good
7.98,Good,14.47,Good,0.54,Warning,156.7,Bad,199.0,Good
7.63,Good,13.21,Good,0.54,Warning,135.3,Bad,185.0,Good
8.0,Good,12.04,Good,0.9,Warning,130.8,Bad,153.4,Good
7.84,Good,12.92,Good,0.54,Warning,50.0,Bad,129.6,Good
7.88,Good,0.0,Good,0.9,Warning,143.2,Bad,134.9,Good
8.0,Good,14.25,Good,0.54,Warning,144.8,Bad,124.8,Good
7.8,Good,14.46,Good,0.54,Warning,142.3,Bad,122.4,Good
7.95,Good,14.82,Good,0.9,Warning,153.0,Bad,125.6,Good
8.0,Good,16.6,Good,0.54,Warning,156.8,Bad,139.1,Good
7.51,Good,18.7,Good,0.9,Warning,160.0,Bad,128.4,Good
7.51,Good,19.66,Good,0.54,Warning,149.2,Bad,199.0,Good
7.0,Good,0.0,Good,0.9,Warning,139.5,Bad,127.0,Good
7.59,Good,18.97,Good,0.54,Warning,50.0,Bad,133.0,Good
7.37,Good,18.97,Good,0.9,Warning,132.9,Bad,134.6,Good
7.35,Good,18.63,Good,0.54,Warning,134.8,Bad,137.6,Good
7.0,Good,19.11,Good,1.0,Bad,142.8,Bad,134.8,Good
7.32,Good,18.87,Good,0.54,Warning,50.0,Bad,141.1,Good
8.0,Good,24.0,Good,0.54,Warning,117.4,Bad,145.0,Good
7.22,Good,19.64,Good,0.9,Warning,120.2,Bad,145.2,Good
7.32,Good,21.01,Good,0.54,Warning,50.0,Bad,145.7,Good
7.22,Good,21.78,Good,1.0,Bad,125.2,Bad,146.4,Good
8.0,Good,21.87,Good,0.54,Warning,123.1,Bad,146.7,Good
7.31,Good,24.0,Good,0.1,Good,50.0,Bad,148.0,Good
7.26,Good,22.99,Good,0.54,Warning,130.2,Bad,199.0,Good
8.0,Good,22.29,Good,0.54,Warning,128.4,Bad,147.5,Good
7.27,Good,21.28,Good,0.9,Warning,115.8,Bad,148.4,Good
7.44,Good,24.0,Good,0.54,Warning,50.0,Bad,199.0,Good
8.0,Good,20.91,Good,0.54,Warning,125.1,Bad,149.2,Good
7.63,Good,21.72,Good,0.9,Warning,158.7,Bad,147.8,Good
7.3,Good,21.87,Good,0.54,Warning,129.6,Bad,148.6,Good
8.0,Good,24.0,Good,0.54,Warning,50.0,Bad,148.4,Good
7.22,Good,23.52,Good,0.9,Warning,112.2,Bad,148.8,Good
7.06,Good,24.0,Good,0.54,Warning,75.8,Bad,150.5,Good
7.03,Good,24.03,Good,0.54,Warning,67.1,Bad,152.0,Good
8.0,Good,25.52,Warning,0.54,Warning,148.1,Bad,151.0,Good
6.99,Good,24.34,Good,0.9,Warning,83.1,Bad,150.1,Good
7.97,Good,25.23,Warning,0.54,Warning,50.0,Bad,151.5,Good
8.0,Good,24.44,Good,0.9,Warning,157.4,Bad,150.7,Good
7.05,Good,24.0,Good,0.54,Warning,75.5,Bad,154.6,Good
8.0,Good,23.32,Good,0.9,Warning,58.1,Bad,153.9,Good
7.0,Good,25.0,Warning,0.54,Warning,50.0,Bad,66.0,Good
7.07,Good,24.0,Good,0.54,Warning,72.6,Bad,150.8,Good
8.0,Good,24.61,Good,1.0,Bad,112.1,Bad,156.8,Good
7.48,Good,25.38,Warning,0.54,Warning,50.0,Bad,155.4,Good
7.56,Good,26.08,Warning,0.9,Warning,140.8,Bad,157.0,Good
8.0,Good,25.0,Warning,0.5,Warning,140.9,Bad,159.4,Good
7.47,Good,27.15,Warning,0.54,Warning,137.2,Bad,158.9,Good
7.55,Good,25.0,Warning,0.9,Warning,152.2,Bad,159.9,Good
8.0,Good,27.76,Warning,0.9,Warning,50.0,Bad,161.9,Good
7.55,Good,30.0,Warning,0.54,Warning,146.0,Bad,163.8,Good
8.0,Good,25.0,Warning,0.5,Warning,143.7,Bad,160.4,Good
7.07,Good,26.05,Warning,0.54,Warning,111.2,Bad,66.0,Good
7.06,Good,25.8,Warning,0.9,Warning,99.4,Bad,162.4,Good
7.28,Good,25.0,Warning,0.54,Warning,118.1,Bad,161.9,Good
8.0,Good,25.75,Warning,0.9,Warning,50.0,Bad,158.6,Good
7.56,Good,26.0,Warning,0.54,Warning,136.4,Bad,156.5,Good
7.72,Good,26.54,Warning,0.54,Warning,148.4,Bad,66.0,Good
7.67,Good,25.0,Warning,0.9,Warning,150.2,Bad,156.7,Good
8.0,Good,25.0,Warning,0.54,Warning,50.0,Bad,154.7,Good
7.83,Good,30.0,Warning,0.9,Warning,173.5,Bad,155.7,Good
7.97,Good,25.0,Warning,0.54,Warning,181.4,Bad,66.0,Good
8.01,Good,27.39,Warning,0.54,Warning,182.0,Bad,154.9,Good
8.0,Good,25.0,Warning,0.54,Warning,50.0,Bad,154.1,Good
6.99,Good,30.0,Warning,0.9,Warning,57.6,Bad,153.1,Good
7.04,Good,24.91,Good,0.54,Warning,68.2,Bad,150.8,Good
8.0,Good,24.77,Good,0.5,Warning,55.3,Bad,66.0,Good
7.04,Good,24.0,Good,0.54,Warning,61.6,Bad,147.4,Good
7.5,Good,26.04,Warning,9.0,Bad,50.0,Bad,65.0,Warning
8.1,Good,26.35,Warning,0.54,Warning,148.6,Bad,60.0,Warning
8.0,Good,25.0,Warning,0.5,Warning,104.4,Bad,41.0,Warning
8.16,Good,25.0,Warning,0.9,Warning,50.0,Bad,52.0,Warning
7.2,Good,30.0,Warning,0.54,Warning,77.4,Bad,200.0,Warning
8.0,Good,25.88,Warning,0.9,Warning,104.4,Bad,205.0,Warning
8.04,Good,25.0,Warning,0.54,Warning,152.9,Bad,250.0,Warning
8.4,Good,28.05,Warning,0.54,Warning,187.9,Bad,299.0,Warning
8.0,Good,5.0,Good,0.54,Warning,50.0,Bad,65.0,Warning
8.0,Good,28.32,Warning,1.0,Bad,156.0,Bad,60.0,Warning
7.0,Good,25.0,Warning,0.9,Warning,109.0,Bad,41.0,Warning
7.24,Good,27.96,Warning,0.54,Warning,89.8,Bad,52.0,Warning
7.26,Good,25.0,Warning,0.54,Warning,105.4,Bad,200.0,Warning
7.4,Good,30.0,Warning,0.54,Warning,115.9,Bad,205.0,Warning
7.0,Good,28.22,Warning,0.9,Warning,50.0,Bad,250.0,Warning
7.28,Good,25.0,Warning,0.54,Warning,109.1,Bad,299.0,Warning
7.36,Good,30.0,Warning,0.5,Warning,113.0,Bad,133.3,Good
8.0,Good,28.34,Warning,0.9,Warning,65.5,Bad,133.3,Good
6.92,Good,25.0,Warning,0.54,Warning,31.7,Warning,136.4,Good
7.04,Good,27.56,Warning,0.54,Warning,79.3,Bad,66.0,Good
7.18,Good,30.0,Warning,0.9,Warning,87.7,Bad,134.2,Good
8.0,Good,25.0,Warning,0.54,Warning,50.0,Bad,134.1,Good
6.98,Good,26.32,Warning,0.54,Warning,42.5,Warning,143.9,Good
6.93,Good,30.0,Warning,0.5,Warning,47.1,Warning,131.5,Good
6.93,Good,25.92,Warning,0.54,Warning,33.4,Warning,128.3,Good
7.0,Good,25.0,Warning,0.54,Warning,33.9,Warning,129.4,Good
6.94,Good,25.91,Warning,0.9,Warning,39.6,Warning,132.0,Good
6.93,Good,26.41,Warning,0.54,Warning,36.6,Warning,126.4,Good
6.89,Good,25.0,Warning,0.9,Warning,30.6,Warning,125.1,Good
6.98,Good,30.0,Warning,0.54,Warning,46.2,Warning,66.0,Good
8.0,Good,25.0,Warning,0.5,Warning,34.1,Warning,124.7,Good
6.94,Good,27.17,Warning,0.54,Warning,35.1,Warning,66.0,Good
6.93,Good,24.0,Good,0.54,Warning,26.3,Warning,122.3,Good
6.92,Good,26.44,Warning,0.5,Warning,30.8,Warning,122.4,Good
8.0,Good,25.0,Warning,0.54,Warning,8.5,Good,123.4,Good
7.05,Good,24.0,Good,0.54,Warning,25.0,Warning,121.7,Good
7.09,Good,0.0,Good,0.5,Warning,6.6,Good,129.8,Good
7.04,Good,23.8,Good,0.54,Warning,24.0,Good,134.4,Good
6.9,Good,0.0,Good,0.54,Warning,14.6,Good,130.8,Good
8.0,Good,23.75,Good,1.0,Bad,29.9,Warning,66.0,Good
6.85,Good,0.0,Good,0.54,Warning,24.0,Good,197.0,Good
6.86,Good,30.0,Warning,0.5,Warning,24.0,Good,133.6,Good
6.87,Good,24.0,Good,0.54,Warning,28.1,Warning,132.2,Good
7.0,Good,26.18,Warning,0.54,Warning,53.4,Bad,133.8,Good
6.94,Good,25.0,Warning,0.5,Warning,42.1,Warning,134.1,Good
6.89,Good,24.0,Good,0.54,Warning,31.3,Warning,137.9,Good
6.92,Good,30.0,Warning,0.54,Warning,31.1,Warning,132.7,Good
6.99,Good,25.0,Warning,1.0,Bad,25.0,Warning,134.3,Good
7.0,Good,25.18,Warning,0.54,Warning,31.8,Warning,135.9,Good
6.93,Good,24.04,Good,0.54,Warning,25.9,Warning,66.0,Good
6.93,Good,24.0,Good,0.5,Warning,34.4,Warning,134.3,Good
6.92,Good,25.0,Warning,0.54,Warning,18.1,Good,134.1,Good
6.92,Good,24.17,Good,0.5,Warning,32.3,Warning,66.0,Good
7.0,Good,30.0,Warning,0.54,Warning,55.6,Bad,71.0,Good
6.95,Good,25.0,Warning,0.54,Warning,56.7,Bad,132.7,Good
6.94,Good,23.6,Good,0.9,Warning,45.0,Warning,66.0,Good
8.0,Good,24.0,Good,0.54,Warning,63.3,Bad,129.6,Good
7.02,Good,25.0,Warning,0.54,Warning,25.0,Warning,130.6,Good
6.98,Good,23.69,Good,0.9,Warning,50.6,Bad,129.0,Good
7.04,Good,25.0,Warning,0.5,Warning,25.0,Warning,132.7,Good
7.07,Good,24.1,Good,0.54,Warning,60.0,Bad,139.0,Good
7.03,Good,23.25,Good,0.9,Warning,25.0,Warning,133.6,Good
7.06,Good,24.0,Good,0.54,Warning,68.1,Bad,135.4,Good
8.0,Good,22.58,Good,1.0,Bad,25.0,Warning,66.0,Good
7.02,Good,21.17,Good,0.54,Warning,49.0,Warning,138.7,Good
7.1,Good,20.69,Good,0.9,Warning,71.5,Bad,140.5,Good
7.0,Good,24.0,Good,0.54,Warning,50.0,Bad,65.0,Warning
7.0,Good,20.07,Good,0.5,Warning,72.8,Bad,60.0,Warning
7.2,Good,18.9,Good,1.0,Bad,25.0,Warning,41.0,Warning
7.0,Good,18.02,Good,0.54,Warning,71.8,Bad,52.0,Warning
7.0,Good,17.42,Good,0.54,Warning,25.0,Warning,200.0,Warning
8.0,Good,17.38,Good,0.54,Warning,77.0,Bad,205.0,Warning
7.21,Good,17.64,Good,0.54,Warning,49.0,Warning,250.0,Warning
7.0,Good,17.65,Good,0.54,Warning,50.0,Bad,299.0,Warning
7.0,Good,17.67,Good,0.54,Warning,81.5,Bad,145.3,Good
7.26,Good,18.32,Good,0.54,Warning,77.5,Bad,146.0,Good
7.0,Good,18.91,Good,0.54,Warning,25.0,Warning,147.3,Good
7.34,Good,24.5,Good,1.0,Bad,98.2,Bad,145.8,Good
7.0,Good,20.38,Good,0.54,Warning,49.0,Warning,145.5,Good
6.0,Warning,20.71,Good,1.5,Bad,50.0,Bad,145.9,Good
7.18,Good,19.88,Good,0.54,Warning,49.0,Warning,148.0,Good
7.11,Good,18.92,Good,0.54,Warning,72.9,Bad,150.0,Good
6.0,Warning,18.11,Good,0.54,Warning,25.0,Warning,147.6,Good
7.0,Good,24.5,Good,0.54,Warning,85.6,Bad,149.3,Good
7.13,Good,17.34,Good,1.5,Bad,50.0,Bad,66.0,Good
6.0,Warning,17.6,Good,0.54,Warning,49.0,Warning,150.1,Good
7.25,Good,17.19,Good,0.54,Warning,88.3,Bad,149.8,Good
7.0,Good,16.53,Good,1.5,Bad,25.0,Warning,148.1,Good
6.0,Warning,16.36,Good,1.0,Bad,50.0,Bad,150.6,Good
7.32,Good,16.58,Good,0.54,Warning,25.0,Warning,150.1,Good
6.0,Warning,16.81,Good,0.54,Warning,99.6,Bad,149.7,Good
7.18,Good,15.51,Good,0.7,Warning,72.0,Bad,149.3,Good
6.0,Warning,24.5,Good,0.54,Warning,49.0,Warning,149.9,Good
7.13,Good,15.35,Good,0.7,Warning,82.6,Bad,150.0,Good
6.0,Warning,15.57,Good,0.54,Warning,25.0,Warning,152.2,Good
6.0,Warning,15.0,Good,0.9,Warning,81.5,Bad,156.4,Good
5.0,Warning,14.55,Good,0.54,Warning,75.9,Bad,66.0,Good
6.5,Good,24.5,Good,0.54,Warning,25.0,Warning,155.9,Good
6.0,Warning,14.15,Good,0.7,Warning,72.0,Bad,154.0,Good
7.09,Good,14.38,Good,0.54,Warning,82.6,Bad,152.9,Good
6.5,Good,14.87,Good,0.54,Warning,89.7,Bad,153.4,Good
6.0,Warning,15.28,Good,0.9,Warning,79.0,Bad,153.7,Good
7.0,Good,15.91,Good,0.54,Warning,78.3,Bad,152.1,Good
5.0,Warning,16.06,Good,0.54,Warning,25.0,Warning,149.6,Good
5.5,Warning,14.6,Good,0.54,Warning,57.9,Bad,150.1,Good
7.0,Good,14.18,Good,0.54,Warning,49.0,Warning,148.5,Good
6.0,Warning,24.5,Good,0.9,Warning,62.8,Bad,147.2,Good
5.5,Warning,14.08,Good,0.54,Warning,51.9,Bad,299.0,Warning
7.05,Good,12.71,Good,0.54,Warning,25.0,Warning,300.0,Bad
6.0,Warning,10.78,Good,0.54,Warning,67.4,Bad,40.0,Bad
5.5,Warning,10.1,Good,0.54,Warning,67.2,Bad,330.0,Bad
7.0,Good,9.8,Good,0.8,Warning,49.0,Warning,0.0,Bad
6.0,Warning,8.66,Good,0.5,Warning,67.0,Bad,39.0,Bad
5.5,Warning,8.4,Good,0.54,Warning,68.8,Bad,315.0,Bad
5.0,Warning,8.38,Good,0.54,Warning,25.0,Warning,5.0,Bad
5.0,Warning,9.02,Good,0.54,Warning,66.5,Bad,12.0,Bad
5.0,Warning,30.0,Warning,0.8,Warning,49.0,Warning,11.0,Bad
5.0,Warning,31.0,Bad,0.54,Warning,66.0,Bad,23.0,Bad
5.0,Warning,30.0,Warning,0.54,Warning,25.0,Warning,123.6,Good
6.0,Warning,31.0,Bad,1.0,Bad,67.8,Bad,125.5,Good
5.5,Warning,30.0,Warning,0.54,Warning,49.0,Warning,66.0,Good
5.0,Warning,31.0,Bad,0.54,Warning,25.0,Warning,115.0,Good
5.5,Warning,30.0,Warning,0.9,Warning,69.0,Bad,118.1,Good
6.0,Warning,31.0,Bad,0.54,Warning,55.4,Bad,120.4,Good
5.0,Warning,30.0,Warning,0.0,Good,25.0,Warning,122.6,Good
5.5,Warning,31.0,Bad,0.54,Warning,49.0,Warning,120.7,Good
6.0,Warning,30.0,Warning,0.4,Good,69.2,Bad,119.8,Good
5.0,Warning,33.0,Bad,0.0,Good,49.0,Warning,117.1,Good
6.0,Warning,32.0,Bad,0.9,Warning,53.0,Bad,115.2,Good
6.0,Warning,30.0,Warning,0.54,Warning,59.0,Bad,116.6,Good
5.5,Warning,31.0,Bad,0.54,Warning,60.1,Bad,114.8,Good
5.0,Warning,33.0,Bad,0.4,Good,9.0,Good,66.0,Good
5.5,Warning,32.0,Bad,0.54,Warning,66.0,Bad,113.3,Good
7.0,Good,31.0,Bad,0.4,Good,25.0,Warning,111.4,Good
5.0,Warning,32.0,Bad,0.54,Warning,71.7,Bad,110.5,Good
4.5,Warning,32.0,Bad,0.4,Good,70.9,Bad,109.4,Good
4.5,Warning,31.0,Bad,0.54,Warning,49.0,Warning,108.9,Good
5.5,Warning,32.0,Bad,0.9,Warning,70.6,Bad,109.4,Good
4.5,Warning,34.0,Bad,0.0,Good,74.0,Bad,108.0,Good
4.5,Warning,32.0,Bad,0.54,Warning,9.0,Good,107.2,Good
4.4,Warning,31.0,Bad,1.0,Bad,75.4,Bad,108.4,Good
4.0,Bad,30.0,Warning,0.54,Warning,74.4,Bad,109.6,Good
4.1,Warning,31.0,Bad,0.9,Warning,49.0,Warning,109.4,Good
3.0,Bad,32.0,Bad,0.54,Warning,64.5,Bad,108.5,Good
4.2,Warning,31.0,Bad,0.9,Warning,25.0,Warning,66.0,Good
4.1,Warning,32.0,Bad,0.5,Warning,68.9,Bad,109.4,Good
4.0,Bad,30.0,Warning,0.54,Warning,69.2,Bad,109.7,Good
4.1,Warning,32.0,Bad,0.4,Good,49.0,Warning,108.2,Good
4.0,Bad,31.0,Bad,0.33,Good,67.9,Bad,109.0,Good
4.1,Warning,4.42,Good,0.4,Good,25.0,Warning,107.9,Good
5.0,Warning,4.8,Good,0.5,Warning,71.0,Bad,108.3,Good
4.5,Warning,30.0,Warning,0.4,Good,71.5,Bad,106.5,Good
3.0,Bad,4.98,Good,0.33,Good,49.0,Warning,106.6,Good
4.1,Warning,5.68,Good,0.0,Good,69.4,Bad,106.4,Good
4.0,Bad,5.12,Good,0.4,Good,71.4,Bad,105.7,Good
5.0,Warning,4.34,Good,0.45,Good,25.0,Warning,106.8,Good
4.0,Bad,0.0,Good,0.0,Good,62.0,Bad,66.0,Good
4.0,Bad,4.48,Good,0.33,Good,53.5,Bad,106.4,Good
5.0,Warning,4.6,Good,0.2,Good,46.1,Warning,106.9,Good
4.0,Bad,0.0,Good,0.33,Good,41.5,Warning,107.7,Good
4.0,Bad,4.67,Good,0.45,Good,38.0,Warning,109.6,Good
4.0,Bad,4.77,Good,0.2,Good,36.0,Warning,300.0,Bad
4.0,Bad,0.0,Good,0.33,Good,50.9,Bad,40.0,Bad
4.0,Bad,4.98,Good,0.0,Good,45.9,Warning,330.0,Bad
3.4,Bad,5.19,Good,0.4,Good,63.6,Bad,0.0,Bad
3.5,Bad,5.68,Good,0.2,Good,72.5,Bad,39.0,Bad
2.0,Bad,0.0,Good,0.33,Good,25.0,Warning,315.0,Bad
1.0,Bad,5.75,Good,0.1,Good,51.4,Bad,5.0,Bad
2.0,Bad,5.69,Good,0.45,Good,25.0,Warning,12.0,Bad
1.0,Bad,0.0,Good,0.4,Good,25.0,Warning,11.0,Bad
0.0,Bad,4.35,Good,0.54,Warning,24.0,Good,23.0,Bad
